age,experience,experience_role,experience_years,hard_skills,soft_skills,certifications,degree,training,job_position
28,0.8,0.8,3,0.6,0.9,FALSE,information technology,FALSE,System Analyst
27,0.7,0.7,2,0.9,0.9,FALSE,information technology,FALSE,System Analyst
29,0.7,0.7,4,0.9,0.9,FALSE,computer engineering,FALSE,System Analyst
27,0.7,0.7,3,0.9,0.9,FALSE,computer science,FALSE,System Analyst
27,0.8,0.8,4,0.9,0.9,FALSE,computer science,FALSE,System Analyst
26,0.7,0.7,2,0.9,0.9,FALSE,computer science,FALSE,System Analyst
31,0.7,0.7,4,0.9,0.9,FALSE,computer engineering,FALSE,System Analyst
28,0.7,0.7,3,0.9,0.9,FALSE,computer science,FALSE,System Analyst
28,0.8,0.8,3,1,0.9,FALSE,computer science,FALSE,Mobile Developer
25,0.8,0.8,4,1,0.6,FALSE,information technology,FALSE,Mobile App Developer
29,0.9,0.9,5,1,0.9,FALSE,computer engineering,FALSE,Mobile App Developer
26,0.8,0.8,2,1,0.9,FALSE,information technology,FALSE,Mobile App Developer
34,0.8,0.8,6,0.9,0.9,FALSE,computer science,FALSE,Mobile App Developer
35,0.8,0.8,8,1,0.9,FALSE,computer engineering,FALSE,Mobile App Developer
29,0.9,0.9,4,1,0.9,FALSE,computer science,FALSE,Mobile App Developer
26,0.8,0.8,3,0.8,0.9,FALSE,information technology,FALSE,Mobile App Developer
31,0.8,0.8,6,1,0.8,FALSE,computer science,FALSE,Mobile App Developer
36,0.8,0.8,10,1,0.8,FALSE,computer science,FALSE,Mobile App Developer
28,0.7,0.7,3,0.9,0.9,TRUE,information technology,FALSE,Network Administrator
29,0.7,0.7,4,0.9,0.7,FALSE,computer science,FALSE,Network Administrator
30,0.8,0.8,5,0.9,0.76,TRUE,computer science,FALSE,Network Administrator
27,0.6,0.6,2,0.9,0.9,FALSE,information technology,FALSE,Network Administrator
29,0.7,0.7,4,0.9,0.82,TRUE,information technology,FALSE,Network Administrator
29,0.7,0.7,3,0.9,0.9,FALSE,information technology,FALSE,Network Administrator
34,0.8,0.8,5,0.9,0.9,TRUE,information technology,FALSE,Network Administrator
34,0.6,0.6,8,0.9,0.84,FALSE,computer science,FALSE,Network Administrator
32,0.8,0.8,6,0.9,1,TRUE,computer science,FALSE,Network Administrator
27,0.7,0.7,2,1,0.9,FALSE,information technology,FALSE,Network Administrator
24,0.7,0.6,2,0.8,0.9,TRUE,psychology,TRUE,SPED Teacher
26,0.6,0.6,3,0.9,0.8,TRUE,psychology,TRUE,SPED Teacher
24,0.5,0.5,2,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
27,0.8,0.8,3,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
23,0.8,0.8,2,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
24,0.6,0.6,4,1,0.9,TRUE,psychology,TRUE,SPED Teacher
26,0.7,0.7,1,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
28,0.6,0.6,4,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
30,0.5,0.5,1,0.9,0.9,TRUE,psychology,TRUE,SPED Teacher
29,0.9,0.9,5,1,0.9,TRUE,psychology,TRUE,SPED Teacher
27,0.7,0.7,2,1,0.9,FALSE,biology,FALSE,Researcher
29,0.8,0.8,3,0.9,1,FALSE,economics,FALSE,Researcher
23,0.6,0.6,1,0.9,0.9,FALSE,computer science,FALSE,Researcher
31,0.8,0.8,6,1,0.9,FALSE,nursing,FALSE,Researcher
28,0.7,0.7,3,0.9,0.9,FALSE,sociology,FALSE,Researcher
31,0.7,0.7,6,0.9,0.9,FALSE,business administration,FALSE,Researcher
25,0.7,0.7,2,0.9,0.9,FALSE,environmental science,FALSE,Researcher
32,0.7,0.7,4,0.9,0.9,FALSE,political science,FALSE,Researcher
28,0.9,0.8,2,0.9,0.9,FALSE,biomedical sciences,FALSE,Researcher
35,0.6,0.6,6,0.9,0.9,FALSE,pharmacy,FALSE,Researcher
35,0.9,0.9,6,0.9,0.8,TRUE,computer science,TRUE,College Professor
40,0.8,0.8,18,0.9,0.9,TRUE,history,TRUE,College Professor
32,0.8,0.8,9,0.9,0.9,TRUE,environmental science,TRUE,College Professor
38,0.8,0.8,10,0.9,0.9,TRUE,business administration,TRUE,College Professor
36,0.8,0.8,9,0.9,0.9,TRUE,chemistry,TRUE,College Professor
42,0.8,0.8,21,0.9,0.9,TRUE,psychology,TRUE,College Professor
34,0.8,0.8,6,0.5,0.9,TRUE,mechanical engineering,TRUE,College Professor
39,0.8,0.8,17,0.9,0.9,TRUE,english literature,TRUE,College Professor
33,0.8,0.8,5,0.9,0.9,TRUE,civil engineering,TRUE,College Professor
37,0.8,0.8,10,0.9,0.9,TRUE,political science,TRUE,College Professor
32,0.8,0.8,5,1,0.9,TRUE,nursing,FALSE,Nurse
27,0.8,0.8,4,0.85,0.9,TRUE,nursing,FALSE,Nurse
35,0.8,0.8,7,1,0.9,TRUE,nursing,FALSE,Nurse
29,0.8,0.8,6,1,0.8,TRUE,nursing,FALSE,Nurse
24,0.8,0.8,8,1,0.9,TRUE,psychiatric nursing,FALSE,Nurse
31,0.8,0.8,3,0.9,0.9,TRUE,nursing,FALSE,Nurse
33,0.8,0.8,9,1,0.9,TRUE,nursing,FALSE,Nurse
28,0.8,0.8,6,1,0.9,TRUE,nursing,FALSE,Nurse
26,0.7,0.7,4,1,0.9,TRUE,nursing,FALSE,Nurse
30,0.8,0.8,5,0.87,0.9,TRUE,nursing,FALSE,Nurse
34,0.9,0.9,12,1,-1,TRUE,radiologic technology,FALSE,Radiologist
29,1,0.9,8,1,0.6,TRUE,radiologic technology,FALSE,Radiologist
36,0.9,0.9,10,1,0.9,TRUE,radiologic technology,FALSE,Radiologist
31,0.9,0.9,9,0.9,0.9,TRUE,radiologic technology,FALSE,Radiologist
35,0.9,0.9,11,0.9,0.7,TRUE,radiologic technology,FALSE,Radiologist
30,0.9,0.9,7,1,0.9,TRUE,radiologic technology,FALSE,Radiologist
33,0.9,0.9,10,0.95,0.7,TRUE,radiologic technology,FALSE,Radiologist
28,0.9,0.9,6,1,0.9,TRUE,radiologic technology,FALSE,Radiologist
34,0.9,0.9,8,1,0.7,TRUE,radiologic technology,FALSE,Radiologist
29,0.8,0.8,5,1,0.8,TRUE,radiologic technology,FALSE,Radiologist
30,0.7,0.7,8,1,0.9,TRUE,physical therapy,FALSE,Physical Therapist
28,0.7,0.8,6,0.9,0.8,TRUE,orthopedic physical therapy,FALSE,Physical Therapist
32,0.8,0.8,7,1,0.9,TRUE,physical therapy,FALSE,Physical Therapist
29,0.8,0.8,6,1,0.9,TRUE,physical therapy,FALSE,Physical Therapist
33,0.8,0.8,9,1,0.9,TRUE,geriatric physical therapy,FALSE,Physical Therapist
27,0.8,0.8,5,0.9,0.9,TRUE,pediatric physical therapy,FALSE,Physical Therapist
31,0.8,0.8,8,1,0.9,TRUE,physical therapy,FALSE,Physical Therapist
26,0.8,0.8,4,0.7,0.9,TRUE,physical therapy,FALSE,Physical Therapist
34,0.7,0.7,10,1,0.9,TRUE,aquatic physical therapy,FALSE,Physical Therapist
30,0.8,0.8,7,1,0.9,TRUE,physical therapy,FALSE,Physical Therapist
28,0.7,0.7,6,1,0.9,TRUE,dental hygiene,FALSE,Dental Hygienist
25,0.8,0.7,4,0.9,-1,TRUE,dental hygiene,FALSE,Dental Hygienist
30,0.7,0.7,7,1,-1,TRUE,dental hygiene,FALSE,Dental Hygienist
26,0.8,0.8,5,1,0.8,TRUE,dental hygiene,FALSE,Dental Hygienist
32,0.7,0.7,8,1,0.9,TRUE,dental hygiene,FALSE,Dental Hygienist
27,0.7,0.7,6,1,0.9,TRUE,dental hygiene,FALSE,Dental Hygienist
29,0.7,0.7,5,1,0.8,TRUE,dental hygiene,FALSE,Dental Hygienist
31,0.8,0.7,7,1,0.7,TRUE,dental hygiene,FALSE,Dental Hygienist
24,0.7,0.7,4,0.9,0.7,TRUE,dental hygiene,FALSE,Dental Hygienist
33,0.8,0.8,8,1,0.9,TRUE,dental hygiene,FALSE,Dental Hygienist
26,0.6,0.6,2,0.9,0.9,FALSE,hospitality management ,FALSE,Recruiter
28,0.6,0.6,3,0.9,0.9,FALSE,business administration,FALSE,Recruiter
27,0.5,0.5,2,0.9,0.9,FALSE,psychology,FALSE,Recruiter
29,0.7,0.7,3,0.9,0.9,FALSE,hospitality management,FALSE,Recruiter
26,0.7,0.7,2,0.9,0.9,FALSE,hospitality managemnet ,FALSE,Recruiter
27,0.6,0.6,2,0.9,0.9,FALSE,business administration,FALSE,Recruiter
28,0.7,0.7,3,0.9,0.9,FALSE,hospitality managhrnet,FALSE,Recruiter
29,0.7,0.7,4,0.9,0.9,FALSE,hospitality management,FALSE,Recruiter
27,0.6,0.6,2,0.9,0.9,FALSE,business administration,FALSE,Recruiter
28,0.5,0.5,3,0.9,0.9,FALSE,business administration,FALSE,Recruiter
35,0.9,0.9,9,0.9,0.9,FALSE,hospitality management,FALSE,HR Manager
37,0.9,0.9,9,0.94,0.8,FALSE,psychology,FALSE,HR Manager
36,0.9,0.9,7,0.9,1,FALSE,hospitality management,FALSE,HR Manager
38,0.9,0.9,7,0.9,0.9,FALSE,hospitality management,FALSE,HR Manager
34,0.9,0.9,4,0.9,0.9,FALSE,psychology,FALSE,HR Manager
36,0.9,0.9,10,0.9,0.9,FALSE,hospitality management,FALSE,HR Manager
39,0.9,0.9,7,0.9,0.9,FALSE,hospitality management,FALSE,HR Manager
35,0.9,0.9,9,0.9,0.9,FALSE,business management,FALSE,HR Manager
37,0.9,0.9,6,1,0.9,FALSE,psychology,FALSE,HR Manager
40,0.9,0.9,9,0.9,0.9,FALSE,hospitality management,FALSE,HR Manager
32,0.7,0.7,6,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Office Manager
35,0.8,0.8,7,0.9,0.9,FALSE,business management,FALSE,Office Manager
28,0.6,0.6,5,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Office Manager
34,0.6,0.6,6,0.9,0.9,FALSE,business management,FALSE,Office Manager
29,0.7,0.7,5,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Office Manager
33,0.8,0.8,7,0.9,0.9,FALSE,business management,FALSE,Office Manager
30,0.7,0.7,6,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Office Manager
36,0.6,0.6,7,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Office Manager
31,0.7,0.7,6,0.9,1,FALSE,business management,FALSE,Office Manager
37,0.9,0.9,7,0.9,0.9,FALSE,business management,FALSE,Office Manager
27,0.6,0.6,3,0.6,0.9,FALSE,social work,FALSE,Project Coordinator
26,0.7,0.7,2,0.9,0.9,FALSE,social sciences,FALSE,Project Coordinator
29,0.7,0.7,3,0.9,0.9,FALSE,psychology,FALSE,Project Coordinator
27,0.6,0.6,2,0.9,0.9,FALSE,social work,FALSE,Project Coordinator
30,0.7,0.7,3,0.9,1,FALSE,social sciences,FALSE,Project Coordinator
25,0.6,0.6,2,0.9,0.9,FALSE,social work,FALSE,Project Coordinator
28,0.7,0.7,3,0.9,0.9,FALSE,psychology,FALSE,Project Coordinator
26,0.6,0.6,2,0.7,0.9,FALSE,social work,FALSE,Project Coordinator
29,0.7,0.7,3,0.9,0.9,FALSE,social sciences,FALSE,Project Coordinator
27,0.5,0.5,2,0.9,0.9,FALSE,psychology,FALSE,Project Coordinator
26,0.4,0.4,4,0.8,0.9,FALSE,administration,FALSE,Clerk
25,0.4,0.3,3,0.8,0.9,FALSE,information technology,FALSE,Clerk
30,0.3,0.3,5,0.9,0.6,FALSE,information technology,FALSE,Clerk
23,0.4,0.4,2,0.9,0.9,FALSE,business management,FALSE,Clerk
29,0.4,0.4,3,0.9,0.7,FALSE,psychology,FALSE,Clerk
24,0.3,0.3,4,0.9,0.9,FALSE,tourism,FALSE,Clerk
28,0.3,0.3,3,0.9,0.9,FALSE,financial management,FALSE,Clerk
31,0.3,0.3,5,0.7,0.9,FALSE,public administration,FALSE,Clerk
27,0.3,0.3,4,0.9,0.9,FALSE,business management,FALSE,Clerk
28,0.7,0.7,2,0.9,0.9,FALSE,information systems,FALSE,Clerk
28,0.6,0.6,4,0.9,0.9,FALSE,hospitality,FALSE,BPO
32,0.6,0.6,3,0.9,0.9,FALSE,hotel management,FALSE,BPO
30,0.5,0.5,5,0.7,0.9,FALSE,tourism management,FALSE,BPO
26,0.6,0.6,2,0.9,0.9,FALSE,high school,FALSE,BPO
32,0.7,0.7,6,0.9,0.9,FALSE,information technology,FALSE,BPO
22,0.6,0.6,1,0.9,0.9,FALSE,customer service,FALSE,BPO
35,0.6,0.6,7,0.6,0.9,FALSE,culinary arts,FALSE,BPO
27,0.7,0.7,4,0.9,0.9,FALSE,commerce,FALSE,BPO
29,0.7,0.7,5,0.5,0.9,FALSE,business administration,FALSE,BPO
24,0.8,0.8,2,0.6,0.9,FALSE,hospitality management,FALSE,BPO
28,0.7,0.7,8,1,0.9,TRUE,culinary arts,TRUE,Hotel & Restaurant
24,0.5,0.5,3,0.9,0.9,TRUE,hospitality management,TRUE,Hotel & Restaurant
32,0.8,0.8,6,0.9,0.9,TRUE,business administration,TRUE,Hotel & Restaurant
27,0.7,0.7,5,0.9,0.9,TRUE,culinary arts,TRUE,Hotel & Restaurant
30,0.7,0.7,4,0.9,0.9,TRUE,event management,TRUE,Hotel & Restaurant
22,0.5,0.5,2,0.9,0.9,TRUE,culinary arts,TRUE,Hotel & Restaurant
35,0.9,0.9,10,0.9,0.9,TRUE,hotel management,TRUE,Hotel & Restaurant
27,0.6,0.6,3,0.9,0.9,TRUE,hospitality,TRUE,Hotel & Restaurant
29,0.6,0.6,7,1,0.9,TRUE,pastry arts,TRUE,Hotel & Restaurant
25,0.6,0.6,4,0.9,0.9,TRUE,hotel management,TRUE,Hotel & Restaurant
28,0.6,0.6,4,0.9,0.9,TRUE,mathematics,FALSE,Tutor
27,0.7,0.7,3,0.9,0.9,TRUE,english,FALSE,Tutor
30,0.6,0.7,5,0.9,0.9,TRUE,biology,FALSE,Tutor
26,0.7,0.7,2,0.9,0.9,FALSE,education,FALSE,Tutor
32,0.6,0.6,6,1,0.9,FALSE,music education,FALSE,Tutor
22,0.8,0.8,1,0.9,0.9,FALSE,computer science,FALSE,Tutor
35,0.7,0.7,7,-1,0.9,TRUE,exercise physiology,FALSE,Tutor
27,0.7,0.7,4,0.9,0.9,FALSE,visual arts,FALSE,Tutor
29,7,7,5,0.9,0.9,FALSE,linguistics,FALSE,Tutor
24,0.7,0.7,2,0.9,0.9,TRUE,history,FALSE,Tutor
28,0.8,0.8,6,0.9,0.5,TRUE,hotel management,TRUE,Housekeeping
25,0.4,0.4,3,1,0.9,TRUE,hospitality,TRUE,Housekeeping
28,0.6,0.6,5,1,0.9,TRUE,laundry services,TRUE,Housekeeping
26,0.8,0.8,2,0.9,0.6,TRUE,environmental management,TRUE,Housekeeping
32,0.3,0.3,7,1,0.9,TRUE,high school,TRUE,Housekeeping
22,0.5,0.5,1,1,0.3,TRUE,hotel housekeeping,TRUE,Housekeeping
28,0.6,0.6,8,-1,0.7,TRUE,business administration,TRUE,Housekeeping
27,0.5,0.5,4,0.9,0.9,TRUE,floor care services,TRUE,Housekeeping
29,0.7,0.7,5,0.9,0.7,TRUE,education,TRUE,Housekeeping
24,0.7,0.7,2,1,0.9,TRUE,maritime hotel operations,TRUE,Housekeeping
28,0.9,0.9,10,0.9,0.7,FALSE,culinary arts,FALSE,Chef
25,0.8,0.8,7,1,0.9,FALSE,culinary management,FALSE,Chef
30,0.8,0.8,8,0.85,0.9,FALSE,pastry arts,FALSE,Chef
28,0.7,0.7,5,1,0.9,FALSE,culinary arts,FALSE,Chef
32,0.8,0.8,12,0.9,0.6,FALSE,hotel and restaurant management,FALSE,Chef
22,0.8,0.8,3,1,0.9,FALSE,home economics,FALSE,Chef
35,0.8,0.8,9,0.9,0.9,FALSE,japanese culinary arts,FALSE,Chef
27,0.8,0.8,6,1,0.7,FALSE,food science,FALSE,Chef
29,0.7,0.7,11,1,0.9,FALSE,maritime hotel operations,FALSE,Chef
24,0.8,0.8,4,0.9,0.9,FALSE,nutrition and dietetics,FALSE,Chef
28,0.8,0.8,8,0.9,0.9,FALSE,hotel and restaurant management,FALSE,Catering Manager
25,0.7,0.7,5,0.75,0.9,FALSE,hospitality management,FALSE,Catering Manager
30,0.8,0.8,7,0.9,0.9,FALSE,event planning,FALSE,Catering Manager
26,0.8,0.8,6,0.85,0.9,FALSE,business administration,FALSE,Catering Manager
32,0.8,0.8,9,1,0.9,FALSE,culinary arts,FALSE,Catering Manager
22,0.7,0.7,4,0.9,0.9,FALSE,tourism management,FALSE,Catering Manager
35,0.7,0.7,10,0.9,0.9,FALSE,business administration,FALSE,Catering Manager
28,0.9,0.8,8,0.9,0.9,FALSE,marketing,FALSE,Catering Manager
29,0.8,0.8,11,0.9,0.9,FALSE,culinary arts,FALSE,Catering Manager
24,0.8,0.8,5,0.8,0.9,FALSE,hospitality management,FALSE,Catering Manager
